frame_idx,timestamp_unix_s,timestamp_iso_utc,realsense_frame_number,realsense_timestamp_ms,filename
191,1773244922.089548,2026-03-11T16:02:02.089548+00:00,536,1773244922030.068,rgb/frame_000191.jpg
192,1773244922.131875,2026-03-11T16:02:02.131875+00:00,537,1773244922063.439,rgb/frame_000192.jpg
193,1773244922.157620,2026-03-11T16:02:02.157620+00:00,538,1773244922096.810,rgb/frame_000193.jpg
194,1773244922.191542,2026-03-11T16:02:02.191542+00:00,539,1773244922130.180,rgb/frame_000194.jpg
195,1773244922.230537,2026-03-11T16:02:02.230537+00:00,540,1773244922163.551,rgb/frame_000195.jpg
196,1773244922.258052,2026-03-11T16:02:02.258052+00:00,541,1773244922196.922,rgb/frame_000196.jpg
197,1773244922.297312,2026-03-11T16:02:02.297312+00:00,542,1773244922230.293,rgb/frame_000197.jpg
198,1773244922.324501,2026-03-11T16:02:02.324501+00:00,543,1773244922263.664,rgb/frame_000198.jpg
199,1773244922.365594,2026-03-11T16:02:02.365594+00:00,544,1773244922297.036,rgb/frame_000199.jpg
200,1773244922.390634,2026-03-11T16:02:02.390634+00:00,545,1773244922330.409,rgb/frame_000200.jpg
201,1773244922.424308,2026-03-11T16:02:02.424308+00:00,546,1773244922363.782,rgb/frame_000201.jpg
202,1773244922.464006,2026-03-11T16:02:02.464006+00:00,547,1773244922397.155,rgb/frame_000202.jpg
203,1773244922.491231,2026-03-11T16:02:02.491231+00:00,548,1773244922430.528,rgb/frame_000203.jpg
204,1773244922.530590,2026-03-11T16:02:02.530590+00:00,549,1773244922463.901,rgb/frame_000204.jpg
205,1773244922.556646,2026-03-11T16:02:02.556646+00:00,550,1773244922497.274,rgb/frame_000205.jpg
206,1773244922.591770,2026-03-11T16:02:02.591770+00:00,551,1773244922530.648,rgb/frame_000206.jpg
207,1773244922.636601,2026-03-11T16:02:02.636601+00:00,552,1773244922564.021,rgb/frame_000207.jpg
208,1773244922.658664,2026-03-11T16:02:02.658664+00:00,553,1773244922597.395,rgb/frame_000208.jpg
209,1773244922.696554,2026-03-11T16:02:02.696554+00:00,554,1773244922630.768,rgb/frame_000209.jpg
210,1773244922.724481,2026-03-11T16:02:02.724481+00:00,555,1773244922664.141,rgb/frame_000210.jpg
211,1773244922.764225,2026-03-11T16:02:02.764225+00:00,556,1773244922697.514,rgb/frame_000211.jpg
212,1773244922.791340,2026-03-11T16:02:02.791340+00:00,557,1773244922730.887,rgb/frame_000212.jpg
213,1773244922.824197,2026-03-11T16:02:02.824197+00:00,558,1773244922764.260,rgb/frame_000213.jpg
214,1773244922.863951,2026-03-11T16:02:02.863951+00:00,559,1773244922797.634,rgb/frame_000214.jpg
215,1773244922.891553,2026-03-11T16:02:02.891553+00:00,560,1773244922831.007,rgb/frame_000215.jpg
216,1773244922.932648,2026-03-11T16:02:02.932648+00:00,561,1773244922864.380,rgb/frame_000216.jpg
217,1773244922.958715,2026-03-11T16:02:02.958715+00:00,562,1773244922897.753,rgb/frame_000217.jpg
