scan_idx,timestamp_unix_s,num_points
910,1773245658.271426,226
911,1773245658.352288,222
912,1773245658.432175,229
913,1773245658.512960,228
914,1773245658.593716,226
915,1773245658.673452,224
916,1773245658.753807,228
917,1773245658.834788,229
918,1773245658.915338,225
919,1773245658.995053,224
920,1773245659.075740,220
921,1773245659.156342,226
922,1773245659.235754,226
923,1773245659.316042,229
924,1773245659.395983,223
925,1773245659.475654,225
926,1773245659.556144,228
927,1773245659.636178,226
928,1773245659.716713,220
929,1773245659.796644,225
930,1773245659.877299,227
931,1773245659.956922,220
932,1773245660.036185,224
933,1773245660.116634,225
934,1773245660.195318,220
935,1773245660.275666,225
936,1773245660.357043,226
937,1773245660.435451,224
938,1773245660.516315,220
939,1773245660.596868,220
940,1773245660.676764,224
941,1773245660.757256,227
942,1773245660.836725,226
943,1773245660.916349,225
944,1773245660.996689,228
945,1773245661.076715,229
946,1773245661.157849,230
947,1773245661.237731,227
948,1773245661.316546,229
949,1773245661.397496,226
950,1773245661.477704,229
951,1773245661.557310,228
952,1773245661.637168,238
953,1773245661.717507,237
954,1773245661.798344,237
955,1773245661.877653,234
956,1773245661.958563,236
957,1773245662.038454,236
958,1773245662.118700,244
959,1773245662.197721,243
960,1773245662.277864,237
961,1773245662.359413,241
962,1773245662.438121,246
963,1773245662.518421,253
964,1773245662.598787,252
965,1773245662.678741,253
966,1773245662.759215,253
967,1773245662.839368,243
968,1773245662.919209,247
969,1773245662.999440,251
970,1773245663.079588,249
971,1773245663.160431,249
972,1773245663.239533,252
973,1773245663.318941,251
974,1773245663.400063,248
975,1773245663.480868,246
976,1773245663.559521,250
977,1773245663.639513,251
978,1773245663.720084,250
979,1773245663.799475,251
980,1773245663.879475,248
981,1773245663.960618,250
982,1773245664.040482,254
983,1773245664.120993,250
984,1773245664.201007,252
985,1773245664.281751,248
986,1773245664.361886,245
987,1773245664.442204,241
988,1773245664.522277,244
989,1773245664.601682,249
990,1773245664.683041,243
991,1773245664.763007,244
992,1773245664.843368,250
993,1773245664.923455,244
994,1773245665.003933,246
995,1773245665.084552,244
996,1773245665.164159,244
997,1773245665.244730,246
998,1773245665.323660,242
999,1773245665.405006,245
1000,1773245665.485035,246
1001,1773245665.564714,245
1002,1773245665.645882,242
1003,1773245665.725231,249
1004,1773245665.807024,247
1005,1773245665.886087,246
1006,1773245665.966559,244
1007,1773245666.046562,248
1008,1773245666.125419,249
1009,1773245666.206362,248
1010,1773245666.285635,256
1011,1773245666.366702,251
1012,1773245666.446694,254
1013,1773245666.525846,247
1014,1773245666.605766,255
1015,1773245666.685154,252
1016,1773245666.765242,246
1017,1773245666.846034,243
1018,1773245666.925584,252
1019,1773245667.005368,248
1020,1773245667.085272,257
1021,1773245667.164247,250
1022,1773245667.245229,249
1023,1773245667.323640,252
1024,1773245667.404196,252
1025,1773245667.485001,254
1026,1773245667.564613,258
1027,1773245667.644805,250
1028,1773245667.724938,249
1029,1773245667.805193,247
1030,1773245667.884219,248
1031,1773245667.963773,259
1032,1773245668.044586,252
1033,1773245668.124492,253
1034,1773245668.203553,253
1035,1773245668.284914,255
1036,1773245668.364975,250
1037,1773245668.444175,257
1038,1773245668.524471,257
1039,1773245668.605445,255
1040,1773245668.685387,255
1041,1773245668.764589,251
1042,1773245668.845874,257
1043,1773245668.924470,252
1044,1773245669.004865,253
1045,1773245669.085803,254
1046,1773245669.165362,255
1047,1773245669.245991,257
1048,1773245669.325296,258
1049,1773245669.405863,255
1050,1773245669.486351,253
1051,1773245669.566015,256
1052,1773245669.647898,256
1053,1773245669.726775,255
1054,1773245669.807148,254
1055,1773245669.886738,259
1056,1773245669.967055,258
1057,1773245670.047413,260
1058,1773245670.127657,259
