frame_idx,timestamp_unix_s,timestamp_iso_utc,realsense_frame_number,realsense_timestamp_ms,filename
237,1773245594.145745,2026-03-11T16:13:14.145745+00:00,345,1773245593943.525,rgb/frame_000237.jpg
238,1773245594.382061,2026-03-11T16:13:14.382061+00:00,355,1773245594277.240,rgb/frame_000238.jpg
239,1773245595.310497,2026-03-11T16:13:15.310497+00:00,378,1773245595044.910,rgb/frame_000239.jpg
240,1773245595.659828,2026-03-11T16:13:15.659828+00:00,390,1773245595445.627,rgb/frame_000240.jpg
241,1773245595.705160,2026-03-11T16:13:15.705160+00:00,395,1773245595612.414,rgb/frame_000241.jpg
242,1773245596.807001,2026-03-11T16:13:16.807001+00:00,425,1773245596613.178,rgb/frame_000242.jpg
243,1773245597.239059,2026-03-11T16:13:17.239059+00:00,437,1773245597013.526,rgb/frame_000243.jpg
244,1773245597.311908,2026-03-11T16:13:17.311908+00:00,443,1773245597213.633,rgb/frame_000244.jpg
245,1773245597.611463,2026-03-11T16:13:17.611463+00:00,448,1773245597380.381,rgb/frame_000245.jpg
246,1773245597.826678,2026-03-11T16:13:17.826678+00:00,458,1773245597713.855,rgb/frame_000246.jpg
247,1773245598.000205,2026-03-11T16:13:18.000205+00:00,464,1773245597914.082,rgb/frame_000247.jpg
248,1773245598.055271,2026-03-11T16:13:18.055271+00:00,466,1773245597980.810,rgb/frame_000248.jpg
249,1773245598.216566,2026-03-11T16:13:18.216566+00:00,470,1773245598114.265,rgb/frame_000249.jpg
250,1773245598.256352,2026-03-11T16:13:18.256352+00:00,471,1773245598147.628,rgb/frame_000250.jpg
251,1773245598.405827,2026-03-11T16:13:18.405827+00:00,476,1773245598314.442,rgb/frame_000251.jpg
252,1773245598.454833,2026-03-11T16:13:18.454833+00:00,477,1773245598347.804,rgb/frame_000252.jpg
